1481661092053, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 29.00
1481661092069, 0.00, 0.00, 0.00, 0.51, 0.96, -19.56, 29.00
1481661092081, 0.00, 0.00, 0.00, 0.52, 0.97, -19.63, 29.00
1481661092099, 0.00, 0.06, 0.00, 0.51, 0.97, -19.57, 29.00
1481661092111, 0.00, 0.06, 0.00, 0.51, 0.95, -19.50, 29.00
1481661092128, 239.06, 3.06, -174.31, -0.03, 0.00, -0.05, 29.00
1481661092145, 239.06, 3.00, -174.31, -0.04, 0.03, -0.06, 29.00
1481661092157, 239.06, 3.00, -174.31, -0.01, 0.00, 0.00, 29.00
1481661092172, 239.06, 3.00, -174.31, 0.00, -0.02, 0.02, 29.00
1481661092190, 239.06, 2.94, -174.31, 0.00, -0.02, 0.03, 29.00
1481661092209, 239.06, 2.94, -174.31, -0.05, 0.00, 0.00, 29.00
1481661092220, 239.06, 2.94, -174.31, 0.00, 0.01, -0.05, 29.00
1481661092240, 239.06, 2.88, -174.31, 0.02, -0.01, -0.01, 29.00
1481661092245, 239.06, 2.88, -174.31, 0.00, -0.04, 0.08, 29.00
1481661092255, 239.12, 2.81, -174.31, -0.03, 0.01, 0.04, 29.00
1481661092275, 239.12, 2.81, -174.31, -0.02, 0.00, -0.13, 29.00
1481661092289, 239.12, 2.81, -174.31, 0.00, 0.00, -0.01, 29.00
1481661092304, 239.12, 2.81, -174.31, 0.00, -0.01, 0.07, 29.00
1481661092313, 239.12, 2.75, -174.31, 0.00, -0.01, 0.10, 29.00
1481661092341, 239.12, 2.75, -174.31, -0.04, 0.03, -0.05, 29.00
1481661092356, 239.12, 2.75, -174.31, 0.00, 0.00, 0.02, 29.00
1481661092372, 239.12, 2.69, -174.31, 0.00, -0.03, 0.02, 29.00
1481661092387, 239.12, 2.69, -174.31, 0.00, -0.06, 0.00, 29.00
1481661092409, 239.12, 2.69, -174.31, -0.03, 0.00, 0.00, 29.00
1481661092424, 239.12, 2.69, -174.31, 0.06, 0.00, -0.04, 29.00
1481661092443, 239.12, 2.69, -174.31, 0.05, 0.00, 0.01, 29.00
1481661092452, 239.12, 2.69, -174.31, 0.00, 0.00, 0.07, 29.00
1481661092472, 239.12, 2.69, -174.31, -0.04, 0.00, -0.03, 29.00
1481661092493, 239.12, 2.69, -174.31, -0.07, 0.00, -0.09, 29.00
1481661092505, 239.12, 2.69, -174.31, -0.01, 0.00, 0.06, 29.00
